lon,lat
-85.9211863,39.2047576
-119.4179324,36.778261
-88.48262670000001,46.9168742
-80.9457321,35.08863729999999
38.996815,34.80207499999999
12.7764182,67.8103225
23.7275388,37.9838096
-80.0942087,26.9342246
NA,NA
-76.9883914,38.9877575
2.3522219,48.856614
-89.91568269999999,44.58412939999999
-84.309939,39.3600586
4.4777326,51.9244201
-97.20366349999999,42.5061111
6.1431577,46.2043907
NA,NA
2.0807123,49.42953869999999
2.0807123,49.42953869999999
21.824312,39.074208
12.4963655,41.9027835
NA,NA
72.8371511,18.9352599
-75.16620309999999,40.1555318
-95.5932086,29.7836641
-86.10419999999999,42.790068
-115.9944747,36.6605105
-87.63172469999999,41.8910622
-89.38240599999999,43.075086
30.802498,26.820553
NA,NA
-79.93105120000001,32.7764749
-74.0059728,40.7127753
-96.82916850000001,32.96179
78.96288,20.593684
78.96288,20.593684
-106.652905,35.025685
-81.62305889999999,41.5239231
16.3738189,48.2081743
12.4387522,41.9087704
-117.2076885,46.4304421
-105.2551187,54.5259614
-73.9854299,40.75034580000001
-84.170842,39.7083454
-95.712891,37.09024
6.411875999999999,45.762017
-78.6568942,37.4315734
-0.1277583,51.5073509
-77.52721319999999,38.932611
-112.7632429,48.188534
-3.188267,55.953252
14.2681244,40.8517746
12.3155151,45.4408474
12.3155151,45.4408474
-75.16135849999999,39.964057
19.5033041,47.162494
17.228331,26.3351
21.758664,-4.038333
-10.940835,21.00789
-102.4107493,34.2331373
4.875633,50.45535899999999
-97.74543399999999,30.267047
-120.7060049,35.5496939
-122.0230146,37.2638324
2.213749,46.227638
13.404954,52.52000659999999
37.6172999,55.755826
-75.5393155,35.24804
28.9783589,41.0082376
-81.51386029999999,30.2851533
-95.0138776,41.4036007
-95.0138776,41.4036007
-84.309939,39.3600586
NA,NA
-79.8578543,32.7592457
-1.1743197,52.3555177
7.469671200000001,62.53330030000001
-78.586404,38.0120841
-71.20922139999999,42.3370413
-71.1526938,41.68874479999999
15.2551187,54.5259614
-80.0942087,26.9342246
-77.0368707,38.9071923
9.5282048,45.7013568
NA,NA
-73.85838059999999,41.1115472
-73.7562317,42.6525793
-9.4922606,51.4387985
-9.4922606,51.4387985
-97.72598239999999,30.4023312
-71.0588801,42.3600825
-0.1364788,51.50850390000001
-87.9036047,30.6035255
-79.0377388,43.0962143
100.6196553,34.047863
34.508523,-8.783195
-115.1688295,36.1137588
-76.6121893,39.2903848
-77.355413,25.0479835
-0.1293429,51.5152552
18.0480105,34.5531284
-2.0727839,53.7190281
-19.020835,64.963051
-75.66153840000001,35.8897427
-78.47667810000002,38.0293059
NA,NA
NA,NA
11.2558136,43.7695604
-88.31905119999999,42.2416337
-84.4343341,33.8426856
-8.629105299999999,41.1579438
-75.232664,43.100903
-95.712891,37.09024
8.468945999999999,60.47202399999999
-88.3125738,41.8500284
-86.75296,21.125195
-122.2605222,37.5071591
-75.1652215,39.9525839
-93.295761,37.208149
-67.2666668,-55.98333299999999
-81.49148939999999,31.1499528
-91.4569236,34.78777669999999
-79.2277979,36.8359709
-10.940835,21.00789
-10.940835,21.00789
-80.2667627,35.9976423
-111.9959432,40.5499741
-92.1645501,37.8165667
-74.0029883,40.723301
-83.55521200000001,41.6639383
-90.39250539999999,40.9629155
2.4888206,48.8377713
-117.5891707,33.6371645
14.550072,47.516231
-123.8264512,46.5180824
105.318756,61.52401
-10.940835,21.00789
-74.3118212,39.9652553
-3.74922,40.46366700000001
-73.3256753,40.6956552
15.0071628,40.4231513
15.0071628,40.4231513
-71.4128343,41.8239891
-71.4774291,41.5800945
-71.3489484,42.4603719
-90.14152299999999,29.9995579
72.78463359999999,10.3280265
-97.336321,37.743389
-82.7303617,28.2091981
114.5548495,0.9618833999999999
2.1203554,48.8048649
72.8776559,19.0759837
-97.1560188,32.8842078
-75.015152,-9.189967
18.3793897,-33.9283054
-6.2603097,53.3498053
10.451526,51.165691
-76.28587259999999,36.8507689
-85.6705083,38.2131067
